"Gender","Height","Weight"
"Male",73.847017017515,241.893563180437
"Male",68.7819040458903,162.310472521300
"Male",74.1101053917849,212.7408555565
"Male",71.7309784033377,220.042470303077
"Male",69.8817958611153,206.349800623871
"Male",67.2530156878065,152.212155757083
"Male",68.7850812516616,183.927888604031
"Male",68.3485155115879,167.971110489509
"Male",67.018949662883,175.92944039571
"Male",63.4564939783664,156.399676387112
"Male",71.1953822829745,186.604925560358
"Male",71.6408051192206,213.741169489411
"Male",64.7663291334055,167.127461073476
"Male",69.2830700967204,189.446181386738
"Male",69.2437322298112,186.434168021239
"Male",67.6456197004212,172.186930058117
"Male",72.4183166259878,196.028506330482
"Male",63.974325721061,172.883470208780
"Male",69.6400598997523,185.983957573130
"Male",67.9360048540095,182.426648013226
"Male",67.9150501938206,174.115929081393
"Male",69.4394398680395,197.73142161472
"Male",66.1491319608781,149.173566007975
"Male",75.2059736142212,228.761780615196
"Male",67.8931963386043,162.006651848287
"Male",68.1440327982008,192.343976579187
"Male",69.0896314289256,184.435174408406
"Male",72.8008435165003,206.828189420354
"Male",67.4212422817167,175.213922399227
"Male",68.4964153568827,154.342638925955
"Male",68.6181105502058,187.506843155807
"Male",74.0338076216678,212.910225325521
"Male",71.5282160355709,195.032243233835
"Male",69.1801610995692,205.183621341371
"Male",69.577202365402,204.164125484101
"Male",70.4009288884762,192.903515074649
"Male",69.0761711675356,197.488242598925
"Male",67.1935232827228,183.810973232751
"Male",65.8073156549306,163.851824878622
"Male",64.3041878915595,163.108017147583
"Male",67.9743362271967,172.135597406825
"Male",72.1894259592134,194.045404898059
"Male",65.2703455240394,168.617746204292
"Male",66.0901773762725,161.193432596622
"Male",67.5103215157138,164.660277264007
"Male",70.1047862551571,188.922303151274
"Male",68.2518364408672,187.060552163801
"Male",72.1727091157973,209.070863390252
"Male",69.1798576188774,192.014335412005
"Female",62.2515593558823,135.932372668237
"Female",65.5694612084522,138.539317263762
"Female",68.3032330596564,167.999553483597
"Female",64.7158856942041,139.522762190142
"Female",62.9808612183184,132.096614760346
"Female",60.7542193800619,110.133724045189
"Female",59.9978055592368,113.651111325544
"Female",61.2178368576599,115.655719719477
"Female",66.185538128157,154.320800770233
"Female",61.2862054274955,132.274304269493
"Female",62.8340200525734,132.169244423955
"Female",63.0994604589114,133.568111604138
"Female",63.8148466055053,132.213416243717
"Female",66.1722123342929,145.798122128445
"Female",65.1453807924175,138.422641654877
"Female",57.2581173592998,101.714182141616
"Female",58.4252325365498,105.754897536208
"Female",66.8193480373946,149.658877299298
"Female",63.6948823236959,125.929952145491
"Female",61.2669592453875,127.880410099806
"Female",69.4343482796835,162.552096632184
"Female",62.9839299388613,129.158382941188
"Female",64.0631037148198,114.059617387543
"Female",64.8534890963666,147.527955124934
"Female",67.8118246856619,138.097703200497
"Female",62.8197521013342,125.441175745584
"Female",60.5709071131084,122.912179937591
"Female",61.6223351925267,109.725287141862
"Female",66.295414129318,134.615343855474
"Female",61.2535789499672,109.681757895934
"Female",66.3252156242145,157.638024347118
"Female",65.4316749066955,139.71750100919
"Female",63.6880024112429,136.353418523922
"Female",60.2987012552819,119.483353771461
"Female",63.6112065397594,136.645861546137
"Female",63.5401053342686,133.590940892357
"Female",63.8536871134424,147.66914551589
"Female",64.8523676532343,140.30452322493
"Female",64.6731218058782,130.312035326567
"Female",61.3877719616947,123.018546084783
"Female",62.8299497248132,146.454147814435
"Female",60.1818845062468,131.380101247012
"Female",63.4764268326787,130.647845260601
"Female",63.913694758352,140.642934772460
"Female",63.6778366219508,149.897013259758
"Female",61.2111954742087,118.396130946667
"Female",63.8516580478874,144.760169070485
"Female",64.6585655522324,131.119847802229
"Female",62.724724856915,158.285459522092
"Female",60.0513579918729,124.679149901128
"Female",64.0835397150341,134.313713406345
"Female",65.2115124633965,148.994332578094
"Female",64.0501612110434,144.662003387572
"Female",67.1077289871026,161.969222265680
"Female",62.8423241680706,134.991464818202
"Female",66.9817308897472,158.847955733687
"Female",64.0017458581503,118.459623951290
"Female",67.3248226273167,158.561787786185
"Female",60.2285922843592,120.970448654204
"Female",61.7199267544054,120.229463428618
"Female",62.8074928224685,137.580036588725
"Female",61.4429503705955,127.601754089176
"Female",64.5068289769826,138.614774648269
"Female",63.4565469946693,138.206754175679
"Female",66.4492182845919,152.482610299665
"Female",62.3560032096035,124.723533999847
"Female",63.620062443468,134.723769198402
"Female",65.168887407263,150.717289984015
"Female",57.1481980802145,91.6454729392662
"Female",64.5241474356795,129.201505959375
"Female",59.9568954281211,101.503752931644
"Female",64.9453845421275,124.231937266715
"Female",70.454402452766,175.059003393571
"Female",66.5333927212395,151.827808060294
"Female",62.5669643808298,142.376162711184
"Female",62.3612846237029,143.557780610433
"Female",62.3577269529011,122.112061020402
"Female",66.9383452250368,156.021558866271
"Female",64.7562799058097,137.348471194270
"Female",65.6732135976802,138.473527651664
"Female",67.1008369422018,159.590702407731
"Female",61.4154289542813,128.029571806619
"Female",60.1495587711234,100.751235761583
"Female",61.2699716814111,103.718223713730
"Female",63.3379918103837,131.737184360750
"Female",60.8599498021097,107.388929941296
"Female",66.8342583328865,165.092926318781
"Female",64.753141205598,141.389346471343
"Female",57.2701470456334,94.4996341477564
"Female",65.5914099010075,150.637774547655
"Female",62.1664123872033,132.240797320596
"Female",58.6222544783433,98.5368809917975
"Female",63.2374126598571,122.229065088568
"Female",66.2183144165818,142.655802546228
"Female",62.6704888986353,148.761225740650
"Female",65.0431649495389,141.853885013421
"Female",70.837103218395,192.160584982439
"Female",60.5738421497342,116.811114935440
"Female",61.9848725854007,138.869504184458
"Female",57.6475214876719,99.396030767706
"Female",58.6806647144322,91.5460043757612
"Female",59.0832025013209,99.331383442546
"Female",64.5983761275572,141.477629830916
"Female",63.3683107754827,149.115504777396
"Female",65.5673753765178,137.022386265541
"Female",62.3378624459132,129.256562323502
"Female",63.447582074036,136.324498357820
"Female",58.5312456353175,110.589777575260
"Female",63.7693560706991,145.403687380832
"Female",62.7998870781647,131.110798848857
"Female",69.1693527311278,172.795295100148
"Female",65.152228436634,147.691633324541
"Female",56.741741124191,103.540488116788
